"Title"	"Year"	"Genres"	"Language"	"Country"	"Content Rating"	"Duration"	"Aspect Ratio"	"Budget"	"Gross Earnings"	"Director"	"Actor 1"	"Actor 2"	"Actor 3"	"Facebook Likes - Director"	"Facebook Likes - Actor 1"	"Facebook Likes - Actor 2"	"Facebook Likes - Actor 3"	"Facebook Likes - cast Total"	"Facebook likes - Movie"	"Facenumber in posters"	"User Votes"	"Reviews by Users"	"Reviews by Crtiics"	"IMDB Score"
"Underdogs "	2013	"Adventure|Animation|Family|Sport"	"Spanish"	"Spain"	"PG"	106	2.35	2.2e+07	NA	"Juan José Campanella"	"Pablo Rago"	"Diego Ramos"	"Gabriel Almirón"	195	20	10	0	30	0	4	6920	22	82	6.7
"UnDivided "	2013	"Documentary"	"English"	"USA"	"PG"	66	NA	250000	NA	"Sam Martin"	"Sam Adams"	"Steve Duin"	"Jeff Jacob"	0	0	0	0	0	53	2	6	1	1	7.8
"Walking with Dinosaurs 3D "	2013	"Adventure|Animation|Family"	"English"	"USA"	"PG"	87	2.35	8e+07	36073232	"Barry Cook"	"Charlie Rowe"	"Tiya Sircar"	"Madison Rothschild"	43	882	396	210	1971	0	0	8913	66	113	5.2
"Warm Bodies "	2013	"Comedy|Horror|Romance"	"English"	"USA"	"PG-13"	98	2.35	3.5e+07	66359959	"Jonathan Levine"	"Cory Hardrict"	"Vincent Leclerc"	"Daniel Rindress-Kay"	129	303	18	7	337	81000	0	184641	326	452	6.9
"Water & Power "	2013	"Crime|Drama"	"English"	"USA"	"Not Rated"	88	NA	NA	79043	"Richard Montoya"	"Nicholas Gonzalez"	"Angela Nordeng"	"Exie Booker"	12	601	371	359	2241	358	0	85	NA	NA	6.3
"We're the Millers "	2013	"Comedy|Crime"	"English"	"USA"	"R"	118	2.35	3.7e+07	150368971	"Rawson Marshall Thurber"	"Laura-Leigh"	"Molly C. Quinn"	"Thomas Lennon"	43	740	707	651	3425	35000	4	316671	301	289	7
"White House Down "	2013	"Action|Drama|Thriller"	"English"	"USA"	"PG-13"	131	2.35	1.5e+08	73103784	"Roland Emmerich"	"Channing Tatum"	"Jake Weber"	"Matt Craven"	776	17000	551	256	18204	33000	2	164238	434	339	6.4
"World War Z "	2013	"Action|Adventure|Horror|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	123	2.35	1.9e+08	202351611	"Marc Forster"	"Peter Capaldi"	"Brad Pitt"	"Mireille Enos"	395	17000	11000	1000	32392	129000	0	465019	995	654	7
"Yeh Jawaani Hai Deewani "	2013	"Comedy|Drama|Musical|Romance"	"Hindi"	"India"	"Not Rated"	160	NA	NA	3827466	"Ayan Mukerji"	"Ranbir Kapoor"	"Madhuri Dixit"	"Aditya Roy Kapoor"	0	964	551	417	2350	0	2	25122	102	25	6.9
"Zombie Hunter "	2013	"Action|Comedy|Horror"	"English"	"USA"	"Not Rated"	93	2.35	1e+06	NA	"K. King"	"Jason K. Wixom"	"Shona Kay"	"Jarrod Phillips"	3	214	211	115	656	0	2	2057	30	150	3.5
"Zulu "	2013	"Crime|Drama|Thriller"	"English"	"France"	"R"	110	2.35	1.6e+07	NA	"Jérôme Salle"	"Orlando Bloom"	"Tanya van Graan"	"Conrad Kemp"	22	5000	170	44	5273	0	0	12817	43	69	6.7
"22 Jump Street "	2014	"Action|Comedy|Crime"	"English"	"USA"	"R"	112	2.35	5e+07	191616238	"Phil Lord"	"Channing Tatum"	"Craig Roberts"	"Amber Stevens West"	97	17000	920	584	19428	24000	2	258186	322	330	7.1
"3 Days to Kill "	2014	"Action|Drama|Thriller"	"English"	"USA"	"PG-13"	123	2.35	2.8e+07	30688364	"McG"	"Connie Nielsen"	"Richard Sammel"	"Tómas Lemarquis"	368	933	194	114	1286	10000	0	69355	211	211	6.2
"300: Rise of an Empire "	2014	"Action|Drama|Fantasy|War"	"English"	"USA"	"R"	102	2.35	1.1e+08	106369117	"Noam Murro"	"Eva Green"	"Sullivan Stapleton"	"Peter Mensah"	263	6000	1000	1000	10583	71000	0	225273	523	366	6.2
"8 Days "	2014	"Drama|Thriller"	"English"	"USA"	"PG-13"	90	NA	2500000	NA	"Jaco Booyens"	"Nicole Smolen"	"Sebastian Aguilar"	"Ivette Alvarez"	37	210	0	0	210	224	1	44	3	NA	6.9
"A Fine Step "	2014	"Drama"	NA	"USA"	"PG"	111	NA	1e+06	NA	"Jonathan Meyers"	"Justin Baldoni"	"Luke Perry"	"Leonor Varela"	0	657	608	426	2677	212	0	207	1	1	5.3
"A Haunted House 2 "	2014	"Comedy|Fantasy"	"English"	"USA"	"R"	86	1.85	4e+06	17314483	"Michael Tiddes"	"Ashley Rickards"	"Essence Atkins"	"Gabriel Iglesias"	89	986	713	511	4073	0	2	14621	48	69	4.7
"A Lego Brickumentary "	2014	"Documentary"	"English"	"Denmark"	"G"	93	NA	1e+06	100240	"Kief Davidson"	"G.W. Krauss"	"Brian Whitaker"	"Jason Bateman"	0	20	8	0	28	0	0	1220	11	43	6.8
"A Million Ways to Die in the West "	2014	"Comedy|Western"	"English"	"USA"	"R"	136	2.35	4e+07	42615685	"Seth MacFarlane"	"Liam Neeson"	"Charlize Theron"	"Seth MacFarlane"	3000	14000	9000	3000	28927	24000	3	136093	416	303	6.1
"A Most Violent Year "	2014	"Action|Crime|Drama|Thriller"	"English"	"USA"	"R"	125	2.35	2e+07	5749134	"J.C. Chandor"	"David Oyelowo"	"Ashley Williams"	"Albert Brooks"	78	1000	969	745	3979	0	0	45799	180	350	7
"A Most Wanted Man "	2014	"Crime|Drama|Thriller"	"English"	"UK"	"R"	122	2.35	1.5e+07	17237244	"Anton Corbijn"	"Philip Seymour Hoffman"	"Nina Hoss"	"Homayoun Ershadi"	210	22000	164	123	22574	13000	3	57210	158	291	6.8
"A Walk Among the Tombstones "	2014	"Crime|Drama|Mystery|Thriller"	"English"	"USA"	"R"	114	2.35	2.8e+07	25977365	"Scott Frank"	"Liam Neeson"	"Boyd Holbrook"	"David Harbour"	71	14000	439	313	15428	15000	0	87950	207	253	6.5
"About Last Night "	2014	"Comedy|Romance"	"English"	"USA"	"R"	100	2.35	12500000	48637684	"Steve Pink"	"Joe Lo Truglio"	"Regina Hall"	"Bryan Callen"	38	833	807	460	2800	0	4	16979	42	90	6.1
"Addicted "	2014	"Drama|Thriller"	"Spanish"	"USA"	"R"	106	1.85	5e+06	17382982	"Bille Woodruff"	"Boris Kodjoe"	"Cameron Mills"	"Sharon Leal"	23	1000	694	467	2840	0	0	5975	33	9	5.2
"Alexander and the Terrible, Horrible, No Good, Very Bad Day "	2014	"Comedy|Family"	"English"	"USA"	"PG"	81	2.39	2.8e+07	66950483	"Miguel Arteta"	"Bella Thorne"	"Steve Carell"	"Jennifer Garner"	44	35000	7000	3000	47677	12000	6	29738	85	119	6.2
"Aloft "	2014	"Drama"	"English"	"Spain"	"R"	97	2.35	8e+06	52961	"Claudia Llosa"	"Ian Tracey"	"Zen McGrath"	"William Shimell"	43	144	63	47	326	675	1	2103	11	56	5.3
"Alpha and Omega 4: The Legend of the Saw Toothed Cave "	2014	"Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller"	NA	"USA"	NA	45	NA	7e+06	NA	"Richard Rich"	"Debi Derryberry"	"Kate Higgins"	"Cindy Robinson"	24	122	35	29	236	41	0	192	6	2	6
"Always Woodstock "	2014	"Comedy|Music|Romance"	"English"	"USA"	NA	97	NA	2400000	NA	"Rita Merson"	"Ryan Guzman"	"James Wolk"	"Jason Ritter"	5	3000	938	782	6085	107	5	485	6	5	5.3
"American Heist "	2014	"Action|Crime|Drama|Thriller"	"English"	"Canada"	"R"	94	NA	1e+07	NA	"Sarik Andreasyan"	"Hayden Christensen"	"Jordana Brewster"	"Akon"	9	4000	4000	262	9432	0	1	12372	42	30	5.2
"American Sniper "	2014	"Action|Biography|Drama|History|Thriller|War"	"English"	"USA"	"R"	133	2.35	58800000	350123553	"Clint Eastwood"	"Bradley Cooper"	"Leonard Roberts"	"Keir O'Donnell"	16000	14000	962	318	16277	112000	0	325264	916	490	7.3
"Amidst the Devil's Wings "	2014	"Action|Crime|Drama"	"English"	"USA"	NA	90	NA	3e+05	NA	"Daniel Columbie"	"Keri Maletto"	"Nicholas Simmons"	"Barbie Castro"	0	569	553	185	1461	17	0	28	NA	NA	4.3
"Amnesiac "	2014	"Drama|Horror|Mystery|Thriller"	"English"	"USA"	NA	90	NA	3e+06	NA	"Michael Polish"	"Olivia Rose Keegan"	"Patrick Bauchau"	"Mia Barron"	35	216	158	21	423	421	0	2157	15	30	4.3
"An American in Hollywood "	2014	"Drama"	"English"	"USA"	"R"	89	NA	125000	NA	"Sai Varadan"	"J.D. Williams"	"Hassan Johnson"	"Samantha Esteban"	0	196	180	163	942	72	0	100	3	3	7.2
"And So It Goes "	2014	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	94	2.35	1.8e+07	15155772	"Rob Reiner"	"Yaya DaCosta"	"Annie Parisse"	"Frankie Valli"	0	712	341	197	1673	3000	2	8895	48	107	5.7
"Animals "	2014	"Drama"	"English"	"USA"	NA	90	2.35	NA	NA	"Collin Schiffli"	"Kim Shaw"	"John Heard"	"David Dastmalchian"	4	934	697	290	2030	679	0	605	8	22	6.2
"Annabelle "	2014	"Horror|Mystery"	"English"	"USA"	"R"	99	2.35	6500000	84263837	"John R. Leonetti"	"Alfre Woodard"	"Annabelle Wallis"	"Gabriel Bateman"	40	1000	421	300	2323	45000	0	81699	291	271	5.4
"Annie "	2014	"Comedy|Drama|Family|Musical"	"English"	"USA"	"PG"	118	2.39	6.5e+07	85911262	"Will Gluck"	"Quvenzhané Wallis"	"Dorian Missick"	"David Zayas"	87	2000	1000	929	4796	16000	6	24735	213	176	5.2
"As Above, So Below "	2014	"Horror|Mystery|Thriller"	"English"	"USA"	"R"	93	1.85	5e+06	21197315	"John Erick Dowdle"	"Ben Feldman"	"Edwin Hodge"	"Perdita Weeks"	66	1000	200	161	1410	14000	0	49948	211	196	6.1
"Ask Me Anything "	2014	"Drama"	"English"	"USA"	"Not Rated"	100	NA	950000	NA	"Allison Burnett"	"Kimberly Williams-Paisley"	"Gia Mantegna"	"Cathryn de Prume"	12	529	413	354	2468	884	1	7870	64	8	6
"Atlas Shrugged: Who Is John Galt? "	2014	"Drama|Mystery|Sci-Fi"	"English"	"USA"	"PG-13"	99	NA	5e+06	830210	"James Manera"	"Joaquim de Almeida"	"Greg Germann"	"Kristoffer Polaha"	0	578	435	361	3382	0	0	1900	56	12	4.4
"Automata "	2014	"Action|Sci-Fi|Thriller"	"English"	"Bulgaria"	"R"	109	2.35	7e+06	NA	"Gabe Ibáñez"	"Birgitte Hjort Sørensen"	"Robert Forster"	"Melanie Griffith"	19	1000	889	537	2829	13000	0	41638	134	136	6.1
"Bang Bang Baby "	2014	"Drama|Musical|Sci-Fi"	"English"	"Canada"	NA	90	NA	1e+06	NA	"Jeffrey St. Jules"	"Boyd Banks"	"Chloe Rose"	"Kristian Bruun"	0	57	40	36	231	48	2	137	16	16	5.4
"Barbecue "	2014	"Comedy"	"French"	"France"	NA	98	2.35	NA	NA	"Eric Lavaine"	"Lambert Wilson"	"Julie Engelbrecht"	"Lionel Abelanski"	0	186	41	5	253	348	1	1673	1	17	6.1
"Before I Go to Sleep "	2014	"Drama|Mystery|Thriller"	"English"	"UK"	"R"	92	2.35	2.2e+07	2963012	"Rowan Joffe"	"Colin Firth"	"Ben Crompton"	"Anne-Marie Duff"	17	14000	257	231	14617	11000	1	48873	105	149	6.3
"Beyond the Lights "	2014	"Drama|Music"	"English"	"USA"	"PG-13"	116	NA	7e+06	14612840	"Gina Prince-Bythewood"	"Minnie Driver"	"Nate Parker"	"Darryl Stephens"	107	893	664	658	3110	0	1	11191	37	71	6.9
"Big Eyes "	2014	"Biography|Crime|Drama|Romance"	"English"	"USA"	"PG-13"	106	1.85	1e+07	14479776	"Tim Burton"	"Christoph Waltz"	"Danny Huston"	"Jon Polito"	13000	11000	430	309	12418	20000	3	55539	147	325	7
"Big Hero 6 "	2014	"Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi"	"English"	"USA"	"PG"	102	2.39	1.65e+08	222487711	"Don Hall"	"Damon Wayans Jr."	"Daniel Henney"	"Abraham Benrubi"	38	756	719	562	2963	41000	0	279093	433	384	7.9
"Birdman or (The Unexpected Virtue of Ignorance) "	2014	"Comedy|Drama|Romance"	"English"	"USA"	"R"	119	1.85	1.8e+07	42335698	"Alejandro G. Iñárritu"	"Emma Stone"	"Naomi Watts"	"Merritt Wever"	0	15000	6000	529	21668	114000	8	395087	1101	588	7.8
"Black or White "	2014	"Drama"	"English"	"USA"	"PG-13"	121	2.35	9e+06	21569041	"Mike Binder"	"Jennifer Ehle"	"Gillian Jacobs"	"Jillian Estell"	57	1000	837	664	3745	0	2	8058	57	91	6.6
"Blended "	2014	"Comedy|Romance"	"English"	"USA"	"PG-13"	117	1.85	4e+07	46280507	"Frank Coraci"	"Bella Thorne"	"Adam Sandler"	"Joel McHale"	153	35000	11000	734	49743	12000	0	87165	184	173	6.5
"Born of War "	2014	"Action|Drama|Thriller|War"	"English"	"UK"	"R"	109	NA	5e+06	NA	"Vicky Jewson"	"James Frain"	"Sofia Black-D'Elia"	"Lisa Kay"	3	1000	266	126	1681	190	3	237	3	8	4.4
"Born to Fly: Elizabeth Streb vs. Gravity "	2014	"Action|Biography|Documentary|Sport"	"English"	"USA"	NA	82	NA	5e+05	21199	"Catherine Gund"	"Elizabeth Streb"	"Sarah Callan"	"Laura Flanders"	0	0	0	0	0	44	1	40	10	10	6.8
"Boyhood "	2014	"Drama"	"English"	"USA"	"R"	165	1.85	4e+06	25359200	"Richard Linklater"	"Ellar Coltrane"	"Lorelei Linklater"	"Libby Villari"	0	230	193	127	673	92000	0	266020	836	548	8
"Brick Mansions "	2014	"Action|Crime|Drama|Thriller"	"English"	"France"	"PG-13"	100	2.35	2.8e+07	20285518	"Camille Delamarre"	"Paul Walker"	"Robert Maillet"	"RZA"	11	23000	727	561	25387	0	2	32103	112	177	5.7
"Butterfly Girl "	2014	"Documentary"	"English"	"USA"	NA	78	NA	180000	NA	"Cary Bell"	"Abigail Evans"	"Stacie Evans"	"Emily Gorell"	0	0	0	0	0	88	0	27	1	NA	8.7
"Captain America: The Winter Soldier "	2014	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	136	2.35	1.7e+08	259746958	"Anthony Russo"	"Scarlett Johansson"	"Chris Evans"	"Hayley Atwell"	94	19000	11000	2000	36188	55000	1	496749	742	576	7.8
"Closer to the Moon "	2014	"Comedy|Drama"	"English"	"Romania"	"Not Rated"	112	2.35	5e+06	NA	"Nae Caranfil"	"Monica Barladeanu"	"Joe Armstrong"	"Martin Hancock"	34	129	98	71	588	0	2	2841	13	18	7.1
"Coming Home "	2014	"Drama"	"Mandarin"	"China"	"PG-13"	109	2.35	NA	377420	"Yimou Zhang"	"Li Gong"	"Daoming Chen"	"Ni Yan"	611	878	10	4	900	0	1	2789	20	85	7.3
"Da Sweet Blood of Jesus "	2014	"Comedy|Romance|Thriller"	"English"	"USA"	NA	123	2.35	1420000	NA	"Spike Lee"	"Rami Malek"	"Elvis Nolasco"	"Felicia Pearson"	0	3000	372	161	4040	447	0	794	9	46	4.1
"Dawn of the Crescent Moon "	2014	"Drama|Sci-Fi|Thriller"	"English"	"USA"	NA	95	NA	75000	NA	"Kirk Loudon"	"Barry Corbin"	"Johnny Walter"	"Shiree Nelson"	0	883	507	279	2618	87	0	34	2	3	5
"Dawn of the Planet of the Apes "	2014	"Action|Adventure|Drama|Sci-Fi"	"English"	"USA"	"PG-13"	130	1.85	1.7e+08	208543795	"Matt Reeves"	"Gary Oldman"	"Judy Greer"	"Kodi Smit-McPhee"	198	10000	2000	884	14363	45000	0	317542	620	521	7.6
"Dawn Patrol "	2014	"Drama|Thriller"	"English"	NA	NA	88	2.35	3500000	NA	"Daniel Petrie Jr."	"Chris Brochu"	"Jeff Fahey"	"Rita Wilson"	19	795	535	322	2497	570	0	455	13	9	4.8
"Deliver Us from Evil "	2014	"Horror|Mystery|Thriller"	"English"	"USA"	"R"	118	2.35	3e+07	30523568	"Scott Derrickson"	"Olivia Munn"	"Dorian Missick"	"Edgar Ramírez"	301	2000	1000	897	5697	18000	0	54447	201	242	6.2
"Desert Dancer "	2014	"Biography|Drama"	"English"	"UK"	"PG-13"	104	2.35	4e+06	143653	"Richard Raymond"	"Tom Cullen"	"Reece Ritchie"	"Marama Corlett"	10	507	236	196	1281	0	0	1177	10	31	6
"Destiny "	2014	"Action|Adventure|Fantasy|Sci-Fi"	"English"	"USA"	NA	NA	NA	NA	NA	"Joseph Kosinski"	"Peter Dinklage"	"Lauren Cohan"	"Erick Avari"	364	22000	4000	567	26578	1000	0	3089	11	4	8.1
"Devil's Due "	2014	"Horror|Mystery"	"English"	"USA"	"R"	89	1.85	7e+06	15818967	"Matt Bettinelli-Olpin"	"Zach Gilford"	"Allison Miller"	"Vanessa Ray"	14	971	479	270	2517	0	0	13913	120	137	4
"Divergent "	2014	"Adventure|Mystery|Sci-Fi"	"English"	"USA"	"PG-13"	139	2.35	8.5e+07	150832203	"Neil Burger"	"Kate Winslet"	"Theo James"	"Mekhi Phifer"	168	14000	5000	1000	22226	49000	2	341058	713	459	6.7
"Doc Holliday's Revenge "	2014	"Western"	"English"	"USA"	"PG-13"	84	1.78	1e+06	NA	"David DeCoteau"	"William McNamara"	"Tom Berenger"	"Randy Jay Burrell"	142	10000	854	402	11466	54	3	93	6	1	3.8
"Dolphin Tale 2 "	2014	"Drama|Family"	"English"	"USA"	"PG"	107	1.85	3.6e+07	42019483	"Charles Martin Smith"	"Morgan Freeman"	"Taylor Blackwell"	"Harry Connick Jr."	188	11000	641	631	13904	0	0	6069	33	54	6.4
"Dracula Untold "	2014	"Action|Drama|Fantasy|Horror|War"	"English"	"USA"	"PG-13"	92	2.35	7e+07	55942830	"Gary Shore"	"Dominic Cooper"	"Sarah Gadon"	"Zach McGowan"	28	3000	692	423	5178	37000	1	138582	423	261	6.3
"Draft Day "	2014	"Drama|Sport"	"English"	"USA"	"R"	110	2.35	2.5e+07	28831145	"Ivan Reitman"	"Jennifer Garner"	"Chi McBride"	"Patrick St. Esprit"	425	3000	466	148	3757	14000	1	39357	113	159	6.8
"Dragon Nest: Warriors' Dawn "	2014	"Adventure|Animation|Family|Fantasy"	"English"	"China"	NA	88	NA	4e+07	NA	"Yuefeng Song"	"Blythe Auffarth"	"Bianca Collins"	"Jiao Xu"	0	76	47	46	196	0	0	2169	18	4	6.4
"Drive Hard "	2014	"Action|Comedy|Crime"	"English"	"Canada"	"Not Rated"	92	NA	1.2e+07	NA	"Brian Trenchard-Smith"	"Zoe Ventoura"	"Damien Garvey"	"Christopher Sommers"	53	84	37	32	179	774	2	3104	33	30	4.3
"Dude, Where's My Dog?! "	2014	"Family"	"English"	"USA"	"PG"	82	1.85	20000	NA	"Stephen Langford"	"Kevin P. Farley"	"Gabriela Castillo"	"Brandon Middleton"	7	143	134	50	417	178	0	73	4	2	3.2
"Dumb and Dumber To "	2014	"Comedy"	"English"	"USA"	"PG-13"	109	1.85	3.5e+07	86208010	"Bobby Farrelly"	"Bill Murray"	"Kathleen Turner"	"Rob Riggle"	101	13000	899	839	16179	55000	1	97045	285	218	5.7
"Dwegons and Leprechauns "	2014	"Animation"	"English"	"USA"	"PG"	98	NA	2e+07	NA	"Tom Walsh"	"Joey D. Vieira"	"Maggie Wheeler"	"Jacqueline Lovell"	2	729	282	53	1092	70	4	50	3	2	4.8
"Dying of the Light "	2014	"Drama|Thriller"	"English"	"Bahamas"	"R"	94	2.35	5e+06	NA	"Paul Schrader"	"Nicolas Cage"	"Irène Jacob"	"Tomiwa Edun"	261	12000	316	179	12676	0	1	6964	47	64	4.4
"Earth to Echo "	2014	"Adventure|Family|Sci-Fi"	"English"	"USA"	"PG"	91	1.85	1.3e+07	38916903	"Dave Green"	"Teo Halm"	"Ella Wahlestedt"	"Jason Gray-Stanford"	13	803	587	140	1921	0	0	15664	149	112	5.8
"Edge of Tomorrow "	2014	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	113	2.35	1.78e+08	100189501	"Doug Liman"	"Tom Cruise"	"Lara Pulver"	"Noah Taylor"	218	10000	854	509	12652	77000	1	431620	741	585	7.9
"Elsa & Fred "	2014	"Comedy|Drama|Romance"	"English"	"USA"	"PG-13"	97	2.35	1e+07	NA	"Michael Radford"	"Chris Noth"	"Jared Gilman"	"James Brolin"	53	962	545	499	3465	0	0	2041	18	59	6.5
"Endless Love "	2014	"Drama|Romance"	"English"	"USA"	"PG-13"	104	2.35	2e+07	23393765	"Shana Feste"	"Alex Pettyfer"	"Bruce Greenwood"	"Rhys Wakefield"	19	15000	989	942	18760	0	0	31323	76	98	6.3
"Escobar: Paradise Lost "	2014	"Crime|Drama|Romance|Thriller"	"English"	"France"	"R"	120	NA	1.7e+07	106869	"Andrea Di Stefano"	"Josh Hutcherson"	"Brady Corbet"	"Carlos Bardem"	30	14000	287	55	14492	0	1	13762	39	106	6.6
"Exodus: Gods and Kings "	2014	"Action|Adventure|Drama"	"English"	"UK"	"PG-13"	150	2.35	1.4e+08	65007045	"Ridley Scott"	"Christian Bale"	"María Valverde"	"Ben Mendelsohn"	0	23000	893	748	26490	51000	0	128682	657	314	6.1
"Exodus: Gods and Kings "	2014	"Action|Adventure|Drama"	"English"	"UK"	"PG-13"	150	2.35	1.4e+08	65007045	"Ridley Scott"	"Christian Bale"	"María Valverde"	"Ben Mendelsohn"	0	23000	892	748	26489	51000	0	128694	657	314	6.1
"Falcon Rising "	2014	"Action|Adventure"	"English"	"USA"	"R"	103	NA	4500000	8691	"Ernie Barbarash"	"Michael Jai White"	"Michael J. Morris"	"Lateef Crowder"	249	2000	298	261	3089	0	1	4952	32	29	5.8
"Far from Men "	2014	"Drama|War|Western"	"French"	"France"	NA	101	2.35	7700000	NA	"David Oelhoffen"	"Viggo Mortensen"	"Reda Kateb"	"Ángela Molina"	2	10000	154	40	10218	2000	0	4035	19	102	7.3
"Food Chains "	2014	"Documentary|News"	"English"	"USA"	NA	83	NA	913000	NA	"Sanjay Rawal"	"Alma Martinez"	"Robert Kennedy Jr."	"Eve Ensler"	0	56	28	17	104	489	0	265	3	9	7.1
"Freedom "	2014	"Drama|Family|Music"	"English"	"USA"	"R"	94	NA	14500000	NA	"Peter Cousens"	"Sharon Leal"	"David Rasche"	"Bart Shatto"	5	467	220	124	994	998	2	993	13	5	6.2
"Fugly "	2014	"Drama|Thriller"	"Hindi"	"India"	NA	134	NA	NA	NA	"Kabir Sadanand"	"Jimmy Shergill"	"Sana Saeed"	"Dimple Kapadia"	0	327	82	62	496	62	4	781	7	9	4.7
"Fury "	2014	"Action|Drama|War"	"English"	"USA"	"R"	134	2.35	6.8e+07	85707116	"David Ayer"	"Brad Pitt"	"Logan Lerman"	"Jim Parrack"	452	11000	8000	697	20411	82000	4	303185	701	406	7.6
"Futuro Beach "	2014	"Drama"	"Portuguese"	"Brazil"	"Unrated"	106	2.35	4e+06	20262	"Karim Aïnouz"	"Wagner Moura"	"Clemens Schick"	"Jesuíta Barbosa"	19	585	29	9	629	278	2	1738	10	70	6.1
"Get on Up "	2014	"Biography|Drama|Music"	"English"	"USA"	"PG-13"	139	1.85	3e+07	30513940	"Tate Taylor"	"Tika Sumpter"	"Josh Hopkins"	"Aunjanue Ellis"	150	521	491	400	2060	11000	0	15843	104	165	6.9
"Girl House "	2014	"Horror|Thriller"	"English"	"Canada"	NA	99	2.35	3150000	NA	"Jon Knautz"	"Camren Bicondova"	"Adam DiMarco"	"Chasty Ballesteros"	10	756	382	295	2072	969	0	4948	33	63	5.5
"Give Me Shelter "	2014	"Documentary"	"English"	"USA"	NA	90	NA	250000	NA	"Kristin Rizzo"	"Esai Morales"	"Robert Davi"	"Elaine Hendrix"	30	699	683	670	3967	199	0	37	2	6	8
"Gone Girl "	2014	"Crime|Drama|Mystery|Thriller"	"English"	"USA"	"R"	149	2.35	6.1e+07	167735396	"David Fincher"	"Patrick Fugit"	"Sela Ward"	"Emily Ratajkowski"	21000	835	812	625	4348	146000	0	569841	1127	568	8.1
"Good Kill "	2014	"Drama|Thriller"	"English"	"USA"	"R"	102	2.35	NA	316842	"Andrew Niccol"	"Bruce Greenwood"	"Zoë Kravitz"	"Stafford Douglas"	487	991	943	118	2099	0	0	15756	68	166	6.4
"Grace of Monaco "	2014	"Biography|Drama|Romance"	"English"	"Switzerland"	NA	103	2.35	3e+07	NA	"Olivier Dahan"	"Paz Vega"	"Frank Langella"	"Derek Jacobi"	61	963	903	520	2806	6000	3	12410	62	132	5.7
"Guardians of the Galaxy "	2014	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	121	2.35	1.7e+08	333130696	"James Gunn"	"Bradley Cooper"	"Vin Diesel"	"Djimon Hounsou"	571	14000	14000	3000	32438	96000	3	682155	1097	653	8.1
"H. "	2014	"Drama|Sci-Fi|Thriller"	"English"	"USA"	NA	93	NA	NA	NA	"Rania Attieh"	"Paul Hickert"	"Robin Bartlett"	"Rebecca Dayan"	0	110	79	75	338	142	0	191	1	18	6.3
"Happy Christmas "	2014	"Comedy|Drama"	"English"	"USA"	"R"	82	1.85	70000	30084	"Joe Swanberg"	"Anna Kendrick"	"Lena Dunham"	"Mark Webber"	217	10000	969	442	11642	812	3	5507	23	65	5.6
"Heaven Is for Real "	2014	"Biography|Drama"	"English"	"USA"	"PG"	99	2.35	1.2e+07	91443253	"Randall Wallace"	"Jacob Vargas"	"Connor Corum"	"Rob Moran"	130	399	116	79	663	23000	NA	21034	153	82	5.8
"Henry & Me "	2014	"Animation|Family"	"English"	"USA"	"PG"	67	NA	1e+07	NA	"Barrett Esposito"	"Chazz Palminteri"	"Cyndi Lauper"	"Danny Aiello"	0	979	732	388	2509	165	2	83	1	3	6.7
"Hercules "	2014	"Action|Adventure"	"English"	"USA"	"PG-13"	101	2.35	1e+08	72660029	"Brett Ratner"	"Dwayne Johnson"	"Rufus Sewell"	"Ingrid Bolsø Berdal"	420	12000	3000	467	16235	21000	0	115687	269	245	6
"Hercules "	2014	"Action|Adventure"	"English"	"USA"	"PG-13"	101	2.35	1e+08	72660029	"Brett Ratner"	"Dwayne Johnson"	"Rufus Sewell"	"Ingrid Bolsø Berdal"	420	12000	3000	467	16235	21000	0	115687	269	245	6
"Hidden Away "	2014	"Drama|Romance"	"Spanish"	"Spain"	"Unrated"	96	2.35	NA	NA	"Mikel Rueda"	"Álex Angulo"	"Germán Alcarazu"	"Joseba Ugalde"	0	90	0	0	90	68	0	955	7	9	7.2
"Hits "	2014	"Comedy|Drama"	"English"	"USA"	NA	96	1.78	1e+06	NA	"David Cross"	"Jason Ritter"	"Matt Walsh"	"Amy Sedaris"	0	782	490	396	2607	903	1	1359	8	20	5.8
"Horrible Bosses 2 "	2014	"Comedy|Crime"	"English"	"USA"	"R"	116	2.35	4.2e+07	54414716	"Sean Anders"	"Kevin Spacey"	"Christoph Waltz"	"Lindsay Sloane"	51	18000	11000	465	30571	12000	7	114294	187	196	6.3
"Horse Camp "	2014	"Family"	"English"	"USA"	"PG"	108	NA	250000	NA	"Joel Paul Reisig"	"Joshua Ray Bell"	"Dana Blackstone"	"Annelyse Ahmad"	431	288	96	3	387	71	6	25	1	1	6.6
"House at the End of the Drive "	2014	"Horror|Thriller"	"English"	"USA"	"R"	91	NA	1400000	NA	"David Worth"	"Jessica Szohr"	"Jonathan Mangum"	"Angela Jones"	58	847	147	69	1159	223	0	330	6	4	6.9
